TIME,CHINESE NAME,ENGLISH NAME,MEMO,GOOGLE MAP LINK,SHOW,TICKET MEMO,TICKET LINK,LATITUDE,LONGTITUDE,PAGE LINK NAME
,和平之門,Arco della Pace,,"https://www.google.com/maps/place/Arco+della+Pace/@45.4756964,9.1698711,17z/data=!3m1!4b1!4m6!3m5!1s0x4786c147aa41b7cf:0xfbbcb44d7ec5c615!8m2!3d45.4756927!4d9.1724514!16s%2Fm%2F0c003_9?entry=ttu&g_ep=EgoyMDI1MDcyMy4wIKXMDSoASAFQAw%3D%3D",TRUE,,,45.4756927,9.1724514,
,,,,,TRUE,,,,,
Day16 | 2/26 | Thu,米蘭,,,,TRUE,,,,,
10:00,米蘭大教堂登頂,Duomo di Milano,"開門前半小時去、跟導覽團可以優先入場、買攻頂的票（教堂博物館和電梯攻頂）
7/1看只開放到12月底的票，一人58-88歐不等、時間是10:00、11:30、1:30都有、2小時
電梯上去、樓梯下來",https://maps.app.goo.gl/qg7vJTGN1iyeC7s59,TRUE,BOOKED,"🎫
或是這個
官網票 35歐/人",45.4640976,9.1919265,
11:30,大教堂博物館,Museo del Duomo di Milano,不大、沒有一定要逛，走馬看花大概半小時可走完，10:00~19:00,"https://www.google.com/maps/place/Museo+del+Duomo+di+Milano/@45.4631036,9.1890108,17z/data=!3m2!4b1!5s0x4786c6aec1c0327b:0x12c2bea68f55dd2!4m6!3m5!1s0x4786c6aec34636a1:0x64b7c13dcd49fba1!8m2!3d45.4630999!4d9.1915911!16s%2Fg%2F11bbmf92qd?entry=ttu&g_ep=EgoyMDI1MDcyMy4wIKXMDSoASAFQAw%3D%3D",TRUE,,包含在教堂套票,45.4630999,9.1915911,
,午餐+走路,,,,TRUE,,,,,
14:00,聖高達堂,St. Gotthard Church in Corte,星期三公休,"https://www.google.com/maps/place/St.+Gotthard+Church+in+Corte/@45.4627602,9.1893191,17z/data=!3m2!4b1!5s0x4786c6aec1c0327b:0x12c2bea68f55dd2!4m6!3m5!1s0x4786c6af2af9d333:0x8c018f21bef958bb!8m2!3d45.4627565!4d9.1918994!16s%2Fm%2F026tr4s?entry=ttu&g_ep=EgoyMDI1MDcyMy4wIKXMDSoASAFQAw%3D%3D",TRUE,,包含在教堂套票,45.4627565,9.1918994,
16:00,(Opt)布雷拉美術館,Pinacoteca di Brera,預留三個小時之類 8:30-18:00,https://maps.app.goo.gl/Sm5PoaMohBxDiTWc8,TRUE,,,45.4719545,9.1878145,
,,,,,TRUE,,,,,
,超市採購,,,,TRUE,,,,,
,,,,,TRUE,,,,,
Day17 | 2/27 | Fri,米蘭 -> 台北,,,,TRUE,,,,,
06:30,check out,"Via Lodovico Settala, 64",,https://maps.app.goo.gl/Bd8bQtLFc7t9URzS7,TRUE,,,45.4814901,9.2071731,
06:55,到機場,,"Milano Centrale -> MXP，車次有 6:55 - 7:56, 7:25 - 8:26",,TRUE,,,,,
11:00,飛機出發,,回程 BR96 | 從米蘭 | 2026/2/27 星期五 11:00 | 到台北 | 2026/2/28 星期六 5:55,https://maps.app.goo.gl/5fQ4NXqF9Q3ckS2z5,TRUE,BOOKED,,45.6227139,8.7282345,
